case_sfid,account_sfid,case_number,case_contact_name,case_product,case_status,case_resolution,case_details,case_closure,case_priority,case_severity,case_reason,case_type,case_category,case_created_date,case_closed_date
a40b467d4615d7e455d6e620ce250fec9d5252c61f90555169bc9a465e150919,,63938,Contact_f02dfb7d,Other,New,Undefined,Undefined,Undefined,Normal,Undefined,Other,Undefined,Undefined,2024-05-20,
455356233e2dfbed43b1ceb45357d7bf93637e05aaf1d51adea778efea1e895c,87b5772b6964f23ef7db8085e8f91c41937979575f8afdfa63b4b1c3948e4fce,63948,Contact_f02dfb7d,Not a Support Case,Closed,Undefined,Undefined,Undefined,Normal,Low,Other,Undefined,Undefined,2024-05-20,2024-05-20
53b5b11df075c16963ec7c4625c0638f75959423b8a4bb25082a7601a7a3cb80,a6b6a3deac72bfbd98608d35a5c4d165e05ff0a89debb281b35fcaa665e47a8d,63951,Contact_dfd8411f,Verify,Closed,No Customer Response,Module Affected: Application,Undefined,Normal,Medium,Other,Software Performance,Software,2024-05-20,2024-06-05
b6865173a17cf2cdab83bfe6a0bf31dec3c12f18788e7de0a7855973aadfee58,,63944,Contact_f02dfb7d,Other,Duplicate,Undefined,Undefined,Undefined,Normal,Undefined,Other,Undefined,Undefined,2024-05-20,2024-05-20
38d761f1c9fdb1a91a019993eda06eda6022be8afe183357be67b922457cb7cd,328470c2f68d109e2cc103e0b515b735e0397f21e0fb341c93b4c855bba95531,63942,Contact_7a35781b,GVD Enterprise,Closed,Done,Trial,Undefined,Urgent,Medium,Other,License Activation,Licensing,2024-05-20,2024-06-04
d35ba73e61cdf9002c34f379d97fbba11cc9a9a6ebf7d294d1ae12cd966137e7,243cf491147b1d86ae7f209a8ea3f5043023eb00864ee8780e93ec8a3e19d3f7,63943,Contact_7a35781b,GVD,Closed,Fixed,Module Affected: Application,Undefined,Normal,Medium,Other,Software Performance,Software,2024-05-20,2024-05-31
bc8750149b33141bd094524169be7d20af6160ec91a5887d78c31e8c69980a84,8e12493e6b24bcb25b69d53325e38b986851fa5d09b7760f78a9325d5fb395b9,63946,Contact_898aa157,GVW,Closed,Known Issue,Module Affected: Text,Undefined,Normal,Medium,Other,Inspection Results,Software,2024-05-20,2024-08-20
42f465609d274ca98d34566fe5cd1176c3b53a52c8e79279bae38c474335f8f2,1ac29678045eed11174befa0b407dad0567ddaf5edc3a4318393cf18c60a4f76,63953,Contact_3c224b60,Verify,Closed,Fixed,Module Affected: Application,Undefined,Normal,Low,Other,Software Performance,Software,2024-05-20,2024-05-31
de99a099c0e5622d539f1aeee0db1bebe8e7bba2d54d498fbadc84fd57de5ad4,dbdbef720d068e820109ab09acb20e95053eae7f087e45212cddb9e47359e427,63945,Contact_f3b303d3,GVW,Closed,Fixed,Undefined,Undefined,Normal,Medium,Other,User Access Issue,Licensing,2024-05-20,2024-06-07
4f65305ce02ba4a0ceae49f4873f2fafaee9220c26c7162d932f799a5ecc229e,5f6c7190cddcf34dd7778d1e96d978e46209aae4426e9b4fb59216a9f053ea3f,63950,Contact_99613ab5,GVD,Closed,Done,Module Affected: Application,Undefined,Normal,Medium,Other,Hardware Question,Hardware,2024-05-20,2024-05-30
477342c8a00645f2f0394c0f92fe5daa48ff19f4148c6f165231d9e8df9e6cf2,7712e7fdc054bb705fdcebff00811739b91b8462d03b3aa7bda4b6a84dbc5901,63940,Contact_3b73ab28,GVD,Closed,Done,Module Affected: Application,Undefined,Normal,Medium,Other,Software Question,Software,2024-05-20,2024-05-27
87d3c034beba77f2da4985cb66094ffa382d4623331ea93bb7861a430456feed,63dca2e066e726c4b6a02e40e007404cf117d1f440798e843f894a0746081afc,63935,Contact_20439d47,GVD Perpetual,Closed,Done,Full,Undefined,Normal,Medium,Other,License Activation,Licensing,2024-05-20,2024-05-20
52e6f85e8bcac02939423354347dc6526d683da8d783738571502ac3da28a87f,ee8ef97c27f4b63fb450f784afd7a17a3244ae77b05efeec050c7202fb6fd5ee,63952,Contact_8e56e3ab,Verify,Closed,Known Issue,Module Affected: Application,Undefined,Normal,Medium,Other,Inspection Results,Software,2024-05-20,2024-05-31
01e07818ba7d7dbd2da80601439df6e5fc87049ab038740d8281d03925b00b5a,4f957a9bc1ee5f6ff6b049a3dc0e1d22e2df358dc3f39462937013cee5d65abb,63934,Contact_52b001c8,Not a Support Case,Closed,Undefined,Undefined,Undefined,Normal,Low,Other,Undefined,Undefined,2024-05-20,2024-05-20
98240a64f3023d41eb27f53232d55b8134ea83d939dbfad693022fa2a0f5dd36,e61c8edd8734b80305741d55b5622ca9f4e49d7793901c501d1c4667fa2c2499,63936,Contact_afd4e6bc,GVD,Closed,Done,Module Affected: Graphics,Undefined,Normal,Medium,Other,Software Question,Software,2024-05-20,2024-05-29
c552a502ac02b546d77a9f53886d07d2e382001eaa37e0996ad740cdb3cf5611,f257669e4ce3e1e0f84beb4ab78fcaa7032fc38fd74ef8ee29346a20be413aeb,63933,Contact_52b001c8,Not a Support Case,Closed,Undefined,Undefined,Undefined,Normal,Low,Other,Undefined,Undefined,2024-05-19,2024-05-20
761626be51a2f8d229bf66b1714deb420a8db614cbd055acf62dd70c2cef0e34,f257669e4ce3e1e0f84beb4ab78fcaa7032fc38fd74ef8ee29346a20be413aeb,63930,Contact_52b001c8,Not a Support Case,Closed,Undefined,Undefined,Undefined,Normal,Medium,Other,Undefined,Undefined,2024-05-18,2024-05-20
36ea08478c7c572ed56d3e4dc33fab5842addf7b7ab312e1afacabb043db1454,8963381b9d273957473f5a9ce07dc55585415b83da8bda9848090915c23a4f23,63932,Contact_898aa157,Esko,Closed,Done,Full,Undefined,Normal,Low,Other,License Activation,Licensing,2024-05-18,2024-05-20
fd2ac704daa3f1c51e9aeac36bd1b5dffd20c7811da26aeb13844e4453bac4c6,87b5772b6964f23ef7db8085e8f91c41937979575f8afdfa63b4b1c3948e4fce,63931,Contact_f02dfb7d,Not a Support Case,Closed,Undefined,Undefined,Undefined,Normal,Low,Other,Undefined,Undefined,2024-05-18,2024-05-18
8f86d84afe5c6c7ebdfcb96c3895d2860344eaa50b60b72b44e4466d5aa9c9a9,,63903,Contact_f02dfb7d,Other,Duplicate,Undefined,Undefined,Undefined,Normal,Undefined,Other,Undefined,Undefined,2024-05-17,2024-05-17
43aef6f69537e33baab2031dcac184f65c046bf4077b30ada3558be37ed3d308,,63910,Contact_f02dfb7d,Other,New,Undefined,Undefined,Undefined,Normal,Undefined,Other,Undefined,Undefined,2024-05-17,
36f1fa3fed28bb846e318761197acbad45739769573eba18898811dcd9439dea,f4cd0d4a2a5005aa90820cca38a61d48ffaf1582541136dc07d1c37cce3545e7,63902,Contact_06e92ed0,GVW,Closed,Fixed,Undefined,Undefined,Normal,Medium,Other,User Access Issue,Licensing,2024-05-17,2024-05-17
3823f63c450d977a16d1fa6a1b178d72a2c51a5b88d13f8edc8b7803a13bfee2,,63922,Contact_f02dfb7d,Other,New,Undefined,Undefined,Undefined,Normal,Undefined,Other,Undefined,Undefined,2024-05-17,
26a18ab3d972f1064e5d0f0923c2ebbbaf50cf053117d62306a397e78fb7350b,,63923,Contact_f02dfb7d,Other,New,Undefined,Undefined,Undefined,Normal,Undefined,Other,Undefined,Undefined,2024-05-17,
ee30fea7101f79b096242cae30f96003528159ce3c1f82d4aa240bfc9f8cafa2,1149a2cd0bf219da7310e2c5583c74ba0e6099a207ad21bd45b5d8c67bc78ab7,63917,Contact_806a1c9f,Verify,Closed,Done,Trial,Undefined,Normal,Medium,Other,License Activation,Licensing,2024-05-17,2024-05-17
7e48d988cc6e79baa3629b3aa70dc863ffe4f5d7701266e144e090c164bb98f6,87b5772b6964f23ef7db8085e8f91c41937979575f8afdfa63b4b1c3948e4fce,63929,Contact_52b001c8,GVD,Closed,Done,Module Affected: Application,Undefined,Urgent,Low,Other,Software Question,Software,2024-05-17,2024-05-17
05af90bb9a0e82ce91e0567bb4bffd1572c4e958ad16eb38cd5d1e627ff4aa8c,235b942d3a2afe206e02c4e9b4ee441aa2fc2e59c89c38f3579d36a0765719b8,63909,Contact_0fc3e124,GVD,Closed,Fixed,Online,Undefined,Normal,Medium,Other,License Issue,Licensing,2024-05-17,2024-05-20
518ece819f946fc08c71bef0a81f498f8b2fbccd34262d5cdef319d849b7b30b,183fde4244491f1f64b902da0c140b6094ae2a7ac8138258589f1a1164f4d860,63916,Contact_7e033f9e,ArtProof Concurrent License - PC,Closed,Done,Full,Undefined,Normal,Medium,Other,License Activation,Licensing,2024-05-17,2024-05-17
0a03055f1a300c2d3d4401b92dddd61fce07ce6137cc47ad2d8bcd7dbf694ec4,02c1ae476414cf426a129929f9ca1747f739897485767682bdd38dd1549be44d,63926,Contact_cb9c5d58,GVD Perpetual,Closed,Done,Full,Undefined,Normal,Low,Other,License Activation,Licensing,2024-05-17,2024-05-31
66840970b20728500d845ed3d0da0949162108b1c55092f0ac42b34e091094ab,e36db94c38d751233c8e2edaff6e1fb4587bb9647913f74887c93bd9a29459d7,63906,Contact_931ba4be,Esko,Closed,No Customer Response,Module Affected: Barcode,Undefined,Normal,Medium,Other,Inspection Results,Software,2024-05-17,2024-07-18
ce89fd5903c2a37f8a03c3158e8b573b40ba49465cdce4ff2eebb9bdada465aa,87b5772b6964f23ef7db8085e8f91c41937979575f8afdfa63b4b1c3948e4fce,63919,Contact_52b001c8,Not a Support Case,Closed,Undefined,Undefined,Undefined,Normal,Low,Other,Undefined,Undefined,2024-05-17,2024-05-17
d882a0695d743c632ae3e42a77123f9deb4e81a44b00d6cb764d3d81f5a0b8f2,0a814ed3e4ca560a6177fe368d5c656e4bbda7cdc93e1360d559025574033321,63921,Contact_936f08d5,Other,Duplicate,Undefined,Undefined,Undefined,Normal,Undefined,Other,Undefined,Undefined,2024-05-17,2024-05-17
a5f4e5d4368649875f1b1b8042bc502ca424d22dc86accde9cb6df02a783bebb,6e41c83477289fd6442fc5fcaf41484f3f1197cd1da25cb49dc4569cb6189c02,63915,Contact_843393ba,GVD,Closed,Fixed,Module Affected: Application,Undefined,Normal,Medium,Other,Software Performance,Software,2024-05-17,2024-05-21
e023f1cab7c6b75fa26baac733b7068e85f1b34aec9fb07265c0c25e34c58972,02c1ae476414cf426a129929f9ca1747f739897485767682bdd38dd1549be44d,63914,Contact_cb9c5d58,GVD Perpetual,Duplicate,Cancelled,Full,Undefined,Normal,Low,Other,License Activation,Licensing,2024-05-17,2024-05-17
ccb63bce2c39c1ba0f03666f47b06b7dd938f3744aeeb0f47a3c59e703d8ab38,0e45934f296ca9a462fb43e3d47246ced1379555d4eb3e362193b30d7f56058e,63907,Contact_40d215f1,GVW,Closed,Fixed,Undefined,Undefined,Normal,Medium,Other,User Access Issue,Licensing,2024-05-17,2024-05-17
8e2d4cc73692f5d7915918985a0d697008b478003d82020efdee1d3b68444f05,a6b6a3deac72bfbd98608d35a5c4d165e05ff0a89debb281b35fcaa665e47a8d,63904,Contact_7f880347,Verify,Closed,Fixed,Undefined,Undefined,Normal,Medium,Other,User Access Issue,Licensing,2024-05-17,2024-05-22
934fe3b18ff0b0e557d0e4ec92bfba37cc30867d90733c2be2b6b6500632c57b,87b5772b6964f23ef7db8085e8f91c41937979575f8afdfa63b4b1c3948e4fce,63913,Contact_2f0a451a,GVW,Closed,Done,Module Affected: Application,Undefined,Normal,Medium,Other,Software Question,Software,2024-05-17,2024-05-17
e9a312f7b8fc565e75a96a888745769b8fc8256138c36c6dff5c41f536ccc230,a8bc7a2427f93c97a381d12c3bb64f5aa2618662d6390c72d09cbd6e7a63db54,63911,Contact_ab11f0b1,GVD,Closed,No Customer Response,Module Affected: Application,Undefined,Normal,Medium,Other,Crash,Software,2024-05-17,2024-05-29
77a5d899021c0ddcfc9b37271b89bfce28e3a1defdbb7388458c65b95d2ec261,,63905,Contact_f02dfb7d,Other,Duplicate,Undefined,Undefined,Undefined,Normal,Undefined,Other,Undefined,Undefined,2024-05-17,2024-05-17
adf858858aeb726432e73898566179e4bfccc91935d6f74a5f3d1dcdf61b4b22,87b5772b6964f23ef7db8085e8f91c41937979575f8afdfa63b4b1c3948e4fce,63925,Contact_52b001c8,Not a Support Case,Closed,Undefined,Undefined,Undefined,Normal,Low,Other,Undefined,Undefined,2024-05-17,2024-05-17
c9c3a3fd758556c6b2ab8d7dc6459ee43e08fd90c06dd82ab22039b44f833040,,63912,Contact_f02dfb7d,Other,New,Undefined,Undefined,Undefined,Normal,Undefined,Other,Undefined,Undefined,2024-05-17,
b5a3e21dc1b53616ea650e939b46f4a9fd8f3f213cd708152902443a8ae93d10,87b5772b6964f23ef7db8085e8f91c41937979575f8afdfa63b4b1c3948e4fce,63924,Contact_52b001c8,Not a Support Case,Closed,Undefined,Undefined,Undefined,Normal,Low,Other,Undefined,Undefined,2024-05-17,2024-05-17
b7d175b30269cb5ef707854272fbc205b3e6290b259e56ab9a7ee0c21f9523c9,7958f7999e1b653738df7cf018661dd349c45806082307083c64c814f88ae66f,63918,Contact_46e2e218,GVD Enterprise,Closed,Done,Trial,Undefined,Normal,Low,Other,License Activation,Licensing,2024-05-17,2024-05-17
497eade6113190d8f6b7c8210bb7a427064523a09d9643996f3e133a7f53c93c,,63928,Contact_f02dfb7d,Other,New,Undefined,Undefined,Undefined,Normal,Undefined,Other,Undefined,Undefined,2024-05-17,
437a09978d7ce7749b7fbf7b25645fdebbc1542f466358c88eff1704c8377533,40eddc24fc14e8fbe2ac53610b01763b4bba73e21136f87b83a65742e5a1e21a,63927,Contact_e7fe48b0,Verify,Closed,Fixed,Undefined,Undefined,Normal,Medium,Other,User Access Issue,Licensing,2024-05-17,2024-05-21
523ce3d90c29553fe54247867c87980d354cbbde6d04fb43f222c89ddc11c0d3,7712e7fdc054bb705fdcebff00811739b91b8462d03b3aa7bda4b6a84dbc5901,63920,Contact_3b73ab28,GVD,Closed,Training Provided,Module Affected: Braille,Undefined,Normal,Medium,Other,Inspection Results,Software,2024-05-17,2024-05-24
11e2562308be6d19ffc2b3bb1b7d422cc2d5552a4efbc4ce2d07de38a3f9d2ee,db3a06feda698767f7b1b7baf6b590f27f00d6266e06fde00cc931840927c05b,63908,Contact_fab3f608,GVD,Closed,Done,Module Affected: Application,Undefined,Normal,Medium,Other,Software Question,Software,2024-05-17,2024-05-29
95e8348dfb98a5e360aa16f89b265b3e528199c0719529aa3d2e127a831fe0dc,03b0b04412503d1fd11344ecb4946400cf363cfb0ea6491ea7a377ef8ce5444f,63877,Contact_d0d46e11,Verify,Closed,Done,Module Affected: Application,Undefined,Normal,Low,Other,Feature request,Software,2024-05-16,2024-05-20
7042e1b20f18345611acd39948b3c7c45f4482e7a845265cc7bcaaccf0c215da,243cf491147b1d86ae7f209a8ea3f5043023eb00864ee8780e93ec8a3e19d3f7,63863,Contact_7a35781b,GVD,Closed,Done,Module Affected: Application,Undefined,Normal,Medium,Other,Software Question,Software,2024-05-16,2024-05-17
90f9cdb5054e86d458d5b096a77fc4b1063c030fc2c8a4289e9226692af73e35,40eddc24fc14e8fbe2ac53610b01763b4bba73e21136f87b83a65742e5a1e21a,63870,Contact_52b001c8,Verify,Closed,Fixed,Undefined,Undefined,Normal,Medium,Other,User Access Issue,Licensing,2024-05-16,2024-05-16
c19a2c401577e51ddc0b31088a549d7bb4ceb932d6afec209be180c028622e73,0e45934f296ca9a462fb43e3d47246ced1379555d4eb3e362193b30d7f56058e,63857,Contact_40d215f1,GVW,Closed,Fixed,Undefined,Undefined,Normal,Low,Other,User Access Issue,Licensing,2024-05-16,2024-05-16
817fdac623d6d6376c054f3bf93623101e99aa00b1f05c898d02d7923039fec4,1e7d6e942d3fbc12198a3efe92ae0a92e4e169ba714ec55aecb32b9700e67721,63883,Contact_f02dfb7d,GVD,Closed,Cancelled,Full,Undefined,Normal,Low,Other,License Activation,Licensing,2024-05-16,2024-05-16
6f4a28f16c648f56925affa6e7031ba737c0aba298f4dc7d46c43b5508c74709,,63861,Contact_f02dfb7d,Other,Duplicate,Undefined,Undefined,Undefined,Normal,Undefined,Other,Undefined,Undefined,2024-05-16,2024-05-16
f693d21ffd381d8aba37f4cce8cd1cd50476770083b196990510d55edc330aba,86702f97f99adfff458722c4aca2e16a5532e17aea844f15d59987c35e21cbb4,63871,Contact_0f65f6d9,Esko,Closed,Fixed,Module Affected: Barcode,Undefined,Normal,Medium,Other,Inspection Results,Software,2024-05-16,2024-05-21
818db8c9f36bba7648ba2add33a3eebf0ec394ec9f1490f8618a4463ca859fea,,63891,Contact_8b4e81fb,Other,Duplicate,Undefined,Undefined,Undefined,Normal,Undefined,Other,Undefined,Undefined,2024-05-16,2024-05-16
4eea10147edd9ae3cb3fa6af26826ef4f9a907b05c0669cab85c0c8618e902f2,bbb35a534371499f50d942cd1ad36ca710f8e450baee95ab3a6bea2df3d980e1,63901,Contact_cb9c5d58,GVD Enterprise,Closed,Done,Modification,Undefined,Normal,Medium,Other,License Activation,Licensing,2024-05-16,2024-05-29
98da39034ca701688e91d2454e69165b24a310febc0f99c6d61d98d3fb939434,0e45934f296ca9a462fb43e3d47246ced1379555d4eb3e362193b30d7f56058e,63874,Contact_b5f42782,GVW,Waiting for 3rd Party,Undefined,Undefined,Undefined,Normal,Low,Other,Network,Server & Configuration,2024-05-16,
58a4bd5d005d48dcbf91b71602fe1ce869f49b13b14660182e556949a741173a,cf5ea85ba1d10ff2d44162217381ec97ba0306292ede9635d567856b7c189374,63899,Contact_c2cd1530,C8 Cylinder Scanner,Closed,Fixed,Other,Undefined,Normal,Medium,Other,Bug,Hardware,2024-05-16,2024-09-13
f13e5264fab0e28afcea68fcbf6f699959027a13a4ee3cc464d6c0e60359a1e1,457260002f8ae54eeb269314fa7d61916a726774277026ffc2f9f4425d0b6a98,63867,Contact_7a50b1c7,GVD,Closed,Fixed,Module Affected: Braille,Undefined,Normal,Medium,Other,Inspection Results,Software,2024-05-16,2024-05-29
1b10a1c59f979050618d687b841d261bf4c3f6c017bb9d42729de99d16c3d3ad,a6b6a3deac72bfbd98608d35a5c4d165e05ff0a89debb281b35fcaa665e47a8d,63882,Contact_dfd8411f,Verify,Closed,Fixed,Module Affected: Application,Undefined,Normal,Medium,Other,Software Performance,Software,2024-05-16,2024-05-17
130212ab1b9720386a57871c0e9d541a301eac64e78fb514a4d42185b78b376d,b8d6a5fd472f60ca52c386fe0d698ec27e601df0600ebc2c7aad12e15d9cbef5,63880,Contact_c2cd1530,GVD,Closed,Fixed,Module Affected: Graphics,Undefined,Normal,Medium,Other,Bug,Software,2024-05-16,2024-08-12
f42102d23f1f4d555955ba2e4bee25a4d17f6a0b02e3ee3634a4e8f48638511c,,63864,Contact_f02dfb7d,Other,Duplicate,Undefined,Undefined,Undefined,Normal,Undefined,Other,Undefined,Undefined,2024-05-16,2024-05-16
4a95011ec96e605a2f0a2b980ac3314f282ec899ef711ee65b771de22a7460a0,93ae0b6368e704b2c8235065eb82f99b1ab4907c805d851bb0e2ad0ddaa1da01,63876,Contact_cfa6cf21,Print Inspection,Closed,Done,Module Affected: Application,Undefined,Normal,Medium,Other,Software Question,Software,2024-05-16,2024-05-16
7ff96a5484a40cd98582deef611c3212d0d1c76b750f4999affb65f45d443f27,87b5772b6964f23ef7db8085e8f91c41937979575f8afdfa63b4b1c3948e4fce,63887,Contact_52b001c8,Not a Support Case,Closed,Undefined,Undefined,Undefined,Normal,Low,Other,Undefined,Undefined,2024-05-16,2024-05-16
437d02282b0fc4a4c9eebf444baf14299e46dda1982b0d5f930dd0eb2ecef242,9720537913ddb3eb25299aefb893946d5172d4becd767e14241e0c46b02d1513,63860,Contact_bf5ab971,GVD,Closed,Fixed,Module Affected: Graphics,Undefined,Normal,Medium,Other,Inspection Results,Software,2024-05-16,2024-05-16
66527c0dc9169eed86d772d2700d95c6e330104bb4c2577d49dc3a451bbd2dcc,1a179a8a319d12ad422050acbdc3866347a5e629d56090732f873db22ff86c08,63865,Contact_af3c5772,Print Inspection,Closed,Done,Full,Undefined,Normal,Medium,Other,License Activation,Licensing,2024-05-16,2024-05-16
b9f02140e750b881210ee9e331a49ee8670234819b774798cb64ba4c25c3bd8f,,63878,Contact_f02dfb7d,Other,Duplicate,Undefined,Undefined,Undefined,Normal,Undefined,Other,Undefined,Undefined,2024-05-16,2024-05-16
7b78700c9d32affde10494142413691611a3c3c4d51c0ef5a948ac2b8891ab79,87b5772b6964f23ef7db8085e8f91c41937979575f8afdfa63b4b1c3948e4fce,63869,Contact_52b001c8,Not a Support Case,Closed,Undefined,Undefined,Undefined,Normal,Low,Other,Undefined,Undefined,2024-05-16,2024-05-16
49239727ed45c3947d81c18d13211a4689628af3b7478933fe727c4b96e376cf,1e7d6e942d3fbc12198a3efe92ae0a92e4e169ba714ec55aecb32b9700e67721,63886,Contact_c4ede4b9,GVD,Closed,Done,Full,Undefined,Normal,Low,Other,License Activation,Licensing,2024-05-16,2024-05-16
e3be7107a936bb559fe9fa96d555c6908a5765cc8a75616651a5ef1fc41b0baa,,63895,Contact_f02dfb7d,Other,Duplicate,Undefined,Undefined,Undefined,Normal,Undefined,Other,Undefined,Undefined,2024-05-16,2024-05-16
deb009cc17be637ac17761168bfe7398353b94a7b7ebceb9e6b954e2badc1b23,2e5348eac475b90739b3bb7c8fd3a3fc8107bad268e5895a0c0724dd35ea6606,63890,Contact_04fea62e,Print Inspection,Closed,Done,Full,Undefined,Normal,Low,Other,License Activation,Licensing,2024-05-16,2024-05-16
4a2996d45d624983a83e173a6f040295f6087ae529e13e7d95457cec582e6986,,63866,Contact_f02dfb7d,Other,New,Undefined,Undefined,Undefined,Normal,Undefined,Other,Undefined,Undefined,2024-05-16,
b38318fcfa80c543e9cbdc4f0a00ebc5473c8f92f08a575986bc99adfa4c09d4,984dcf08ac676e28afc64841d10bf66a995eda5859c9640883c6e2554764d24c,63875,Contact_299c7c47,Verify,Closed,Fixed,Undefined,Undefined,Normal,Medium,Other,User Access Issue,Licensing,2024-05-16,2024-05-17
a2a3b542f6739f3b2bf2b11ce3c09fceecb1de6fea3373a1db1890d4fff09a51,,63872,Contact_f02dfb7d,Other,Duplicate,Undefined,Undefined,Undefined,Normal,Undefined,Other,Undefined,Undefined,2024-05-16,2024-05-16
39a5da5b854ccf2dd9928715c9932b38d3a7e76bf02092c06374a47e09c2a524,6e41c83477289fd6442fc5fcaf41484f3f1197cd1da25cb49dc4569cb6189c02,63879,Contact_c2cd1530,GVD,Closed,Fixed,Module Affected: Graphics,Undefined,Normal,Medium,Other,Bug,Software,2024-05-16,2024-08-07
ad4ad674540ad5b42e6c0fdf2a01ecb1d6eab56a2ced7ff0335d8d4804ffd26e,,63884,Contact_f02dfb7d,Other,Duplicate,Undefined,Undefined,Undefined,Normal,Undefined,Other,Undefined,Undefined,2024-05-16,2024-05-16
2d701eeccfb1667273522275f5d4290d0737b0ca8d6d9f56532bcb8cf5dd1996,b450080a18d3cec98e91f258d3d7e47c9d101d464d2f93e37988b63ac38217e0,63881,Contact_c2cd1530,GVD,Closed,Fixed,Module Affected: Graphics,Undefined,Normal,Medium,Other,Bug,Software,2024-05-16,2024-08-12
3f76a8c191b3826c89f66337c88bd9b2d97a082951e1a88fa5a09005f45fcfbf,937fe8e90624018f8211fbaa08ff4bef10a07330583fc2ee9ca1f11515f4bc22,63897,Contact_2f9583ec,GVD,Closed,Done,Full,Undefined,Normal,Low,Other,License Activation,Licensing,2024-05-16,2024-05-16
d52323788c8c088d25a6134052953d079de9f8af8e7c3f6e8f48e7b6bdcb5dc2,,63859,Contact_f02dfb7d,Other,Duplicate,Undefined,Undefined,Undefined,Normal,Undefined,Other,Undefined,Undefined,2024-05-16,2024-05-16
23a3be5c585540b97070aecbf539bc2d4836a2acaacb30e934639470740d702d,,63893,Contact_f02dfb7d,Other,Duplicate,Undefined,Undefined,Undefined,Normal,Undefined,Other,Undefined,Undefined,2024-05-16,2024-05-16
edaf7b2d536f9ece0fd94cafd2889bda5c239881b7ceb55d1792882f42a217e6,,63892,Contact_f02dfb7d,Other,Duplicate,Undefined,Undefined,Undefined,Normal,Undefined,Other,Undefined,Undefined,2024-05-16,2024-05-16
3261f7edf52f4f090e9ea0691a13d2aee541be817f42289fb4109528722592d8,407441caf333af50cc2195077b8a3fd9ff1b80ee525b0665922c20b0421bad51,63888,Contact_045ed7f2,GVW,Closed,Fixed,Undefined,Undefined,Normal,Medium,Other,User Access Issue,Licensing,2024-05-16,2024-05-24
9e616eb1f8d9126d8e990495e137d72f6d4f9c6fb3f95b37fd9a393f94fc9472,0e45934f296ca9a462fb43e3d47246ced1379555d4eb3e362193b30d7f56058e,63900,Contact_40d215f1,GVW,Closed,Fixed,Undefined,Undefined,Normal,Medium,Other,User Access Issue,Licensing,2024-05-16,2024-05-16
8925e62dcaa4f50d46157dd3c670651ab61f51eed7b86b50854d41c87300352b,1a179a8a319d12ad422050acbdc3866347a5e629d56090732f873db22ff86c08,63858,Contact_af3c5772,GVD Enterprise,Closed,Done,Trial,Undefined,Normal,Low,Other,License Activation,Licensing,2024-05-16,2024-05-16
98ff1d218016c031094a01f9ac933f54cab6813b2f3e3b7e795e5498fb77cec3,,63896,Contact_f02dfb7d,Other,Duplicate,Undefined,Undefined,Undefined,Normal,Undefined,Other,Undefined,Undefined,2024-05-16,2024-05-16
4907a2b1f0e50d845d4c860a7e4eb1d70bfb7ee5b244719dbee97acdd3c1a621,87b5772b6964f23ef7db8085e8f91c41937979575f8afdfa63b4b1c3948e4fce,63889,Contact_52b001c8,Not a Support Case,Closed,Undefined,Undefined,Undefined,Normal,Low,Other,Undefined,Undefined,2024-05-16,2024-05-16
907ae35f27aeeeecfa30112073f5375aac38ac0fe3263a3e4e7f256d4708a803,8963381b9d273957473f5a9ce07dc55585415b83da8bda9848090915c23a4f23,63898,Contact_898aa157,Esko,Closed,Done,Full,Undefined,Normal,Medium,Other,License Activation,Licensing,2024-05-16,2024-05-27
6fde8ca7f1efda2d91cb7351bf4172f38256c9df01a736fd32c0455c818aabd5,9f6c459cec6f373d3f9a86cd2d9a74dfe5e92c77fc7245bf97455d07a541962f,63862,Contact_b2ed702c,Verify,Closed,Fixed,Module Affected: Application,Undefined,Normal,Medium,Other,Software Performance,Software,2024-05-16,2024-06-21
c37d3d80ed88d7206dc51e08c1a2868c4c2452aecb6c1d6f99f897e231403791,2157869c5853f0b1cfcd076d331fb94cc398ff390330ece9e63eafe7def1c1e1,63868,Contact_aab7592e,GVD,Closed,No Customer Response,Module Affected: Application,Undefined,Normal,Medium,Other,Crash,Software,2024-05-16,2024-05-29
7341ce9aa46cb4101a38fdfa9ac98c8cefef8f5b740716ab786df2dd9c8ad93a,b8d6a5fd472f60ca52c386fe0d698ec27e601df0600ebc2c7aad12e15d9cbef5,63885,Contact_e00625cd,GVD,Closed,Fixed,Module Affected: Application,Undefined,Normal,Medium,Other,Bug,Software,2024-05-16,2024-08-12
30a11d4baac15f9010588e2de14f54d7e7cb8a596e2fe5e7ae0d701f6e4f9b46,a6b6a3deac72bfbd98608d35a5c4d165e05ff0a89debb281b35fcaa665e47a8d,63894,Contact_d2ab9e5f,Verify,Closed,Fixed,Module Affected: Application,Undefined,Normal,Medium,Other,Software Performance,Software,2024-05-16,2024-06-14
a32c355746363d6899ec2f96ac2d0d16ca28ac3047128762c2aec2001d39b078,e96cc322230db8ebe0f9867c493b2d7c279655d05415a2b2d35c53bd34944edf,63873,Contact_0270851a,GVD,Closed,Fixed,Module Affected: Application,Undefined,Normal,Medium,Other,Software Performance,Software,2024-05-16,2024-06-05
6c35e72f81049b3611c94b6ad8068c129e47195c8aea78e69c19ffa2f8e05f0e,b450080a18d3cec98e91f258d3d7e47c9d101d464d2f93e37988b63ac38217e0,63856,Contact_52b001c8,GVW,Closed,Undefined,Undefined,Undefined,Normal,Low,Other,Undefined,Undefined,2024-05-16,2024-05-16
